0.7367,0.7363,0.7180,0.7343,0.8985,0.8232,0.6342
0.8085,0.8050,0.7889,0.8057,0.8295,0.8151,0.7890
0.9957,0.9955,0.4758,0.9882,0.9786,0.9868,0.9784
0.9548,0.9555,0.7467,0.9202,0.8926,0.9256,0.9322
0.9250,0.9315,0.9352,0.9327,0.9442,0.8915,0.9509
0.8455,0.8444,0.7947,0.8497,0.7317,0.7184,0.8148
0.5193,0.2172,0.3321,0.7617,0.2315,0.2670,0.4578
0.9949,0.1713,0.3635,0.1308,0.9947,0.9999,0.9949
0.9415,0.9310,0.9016,0.9314,0.8612,0.8624,0.9065
0.9252,0.8999,0.9037,0.8950,0.7487,0.6388,0.5954
0.9965,0.9941,0.9941,0.9953,1.0000,1.0000,0.9930
0.8624,0.8448,0.8213,0.8461,0.8650,0.8616,0.8443
0.8792,0.8630,0.7420,0.8598,0.7019,0.8112,0.8227
1.0000,0.0011,0.6021,0.0002,0.7994,0.9641,0.9999
1.0000,1.0000,0.5279,0.9971,1.0000,1.0000,1.0000
0.9086,0.7809,0.6658,0.4189,0.9069,0.7410,0.5674
0.9851,0.9639,0.5437,0.8606,0.9560,0.9582,0.9607
0.7425,0.7298,0.6473,0.7292,0.6881,0.6727,0.6480
0.8042,0.7936,0.5655,0.7081,0.7435,0.7044,0.6790
0.9990,0.9991,0.5950,0.9986,0.9939,0.9944,0.9966
0.9905,0.9635,0.5369,0.7093,0.9924,0.9976,0.9874
0.9315,0.8983,0.9358,0.9344,0.8840,0.9101,0.7746
0.5553,0.5145,0.4832,0.4782,0.5137,0.4717,0.5566
0.9499,0.9506,0.9464,0.9510,0.9779,0.9812,0.9275
0.5000,0.3675,0.4730,0.3761,0.3094,0.3579,0.4105
0.9832,0.9832,0.9485,0.9797,0.7967,0.7852,0.9536
0.9545,0.9480,0.9492,0.9490,0.9643,0.9373,0.9466
0.8731,0.8983,0.9356,0.9290,0.9092,0.8366,0.7180
