wbc,KNN,0.9490369181380417
breastw,NNDAD,0.986871558506569
breastw,WNN,0.9951453101240118
breastw,IF,0.9867771092871916
breastw,LOF,0.4758257223004052
breastw,OCSVM,0.9783711287626209
breastw,KNN,0.9881655128120367
vertebral,NNDAD,0.3226475279106858
vertebral,WNN,0.5
vertebral,IF,0.35789473684210527
vertebral,LOF,0.47304625199362044
vertebral,OCSVM,0.41052631578947363
vertebral,KNN,0.37607655502392345
glass,NNDAD,0.7647058823529411
glass,WNN,0.8404139433551198
glass,IF,0.7184095860566448
glass,LOF,0.7946623093681917
glass,OCSVM,0.8148148148148148
glass,KNN,0.8496732026143791
annthyroid,NNDAD,0.6542281637825187
annthyroid,WNN,0.7552885412364326
annthyroid,IF,0.8232237834739584
annthyroid,LOF,0.7180140540753166
annthyroid,OCSVM,0.6342422684322766
annthyroid,KNN,0.7342782324794682
ionosphere,NNDAD,0.934984410430839
ionosphere,WNN,0.934984410430839
ionosphere,IF,0.8623511904761905
ionosphere,LOF,0.9015731292517007
ionosphere,OCSVM,0.9064980158730158
ionosphere,KNN,0.9314236111111112
letter,NNDAD,0.8616010673782522
letter,WNN,0.9251834556370914
letter,IF,0.6388325550366911
letter,LOF,0.9036557705136757
letter,OCSVM,0.5953702468312208
letter,KNN,0.8949566377585056
http,IF,0.9998999831625336
http,LOF,0.3634600084112363
cover,IF,0.8915270324424668
cover,LOF,0.6554264126711467
http,NNDAD,0.9938908031312763
cover,OCSVM,0.9509363560463803
cover,KNN,0.9069885955905662
http,WNN,0.9938908359352245
cover,WNN,0.9297732994126591
http,KNN,0.13078661434449748
