4,2,-2.24e-01,-1.46e+00,1.25e-01,2.60e-02,7.819220542907715,0.3727593720314938,0,1000,2000
4,2,-1.98e-01,-1.43e+00,1.53e-01,3.40e-02,4.4327239990234375,0.3727593720314938,1,1000,2000
4,2,-2.27e-01,-1.39e+00,1.55e-01,4.01e-02,4.471890449523926,1.0,2,1000,2000
4,2,-2.02e-01,-1.43e+00,1.11e-01,1.80e-02,4.46826434135437,0.3727593720314938,3,1000,2000
4,2,-2.10e-01,-1.44e+00,1.36e-01,2.70e-02,4.438946008682251,0.3727593720314938,4,1000,2000
4,2,-2.18e-01,-1.47e+00,9.65e-02,1.40e-02,4.4657533168792725,0.3727593720314938,5,1000,2000
4,2,-2.18e-01,-1.37e+00,1.99e-01,6.35e-02,4.471253871917725,1.0,6,1000,2000
4,2,-2.31e-01,-1.48e+00,1.07e-01,1.83e-02,4.502913236618042,0.3727593720314938,7,1000,2000
4,2,-2.16e-01,-1.45e+00,1.22e-01,2.63e-02,4.4247636795043945,0.3727593720314938,8,1000,2000
4,2,-2.27e-01,-1.48e+00,1.19e-01,2.13e-02,4.417553663253784,0.3727593720314938,9,1000,2000
7,2,3.01e+00,-6.17e-02,1.32e-02,3.31e-04,3.253701686859131,0.019306977288832496,0,1000,2000
7,2,3.00e+00,-6.31e-02,1.39e-02,3.59e-04,3.2731733322143555,0.019306977288832496,1,1000,2000
7,2,3.07e+00,-5.53e-02,1.45e-02,4.04e-04,3.258012294769287,0.019306977288832496,2,1000,2000
7,2,3.06e+00,-5.87e-02,1.17e-02,2.75e-04,3.3069803714752197,0.019306977288832496,3,1000,2000
7,2,3.02e+00,-6.02e-02,1.26e-02,3.20e-04,3.296588897705078,0.019306977288832496,4,1000,2000
7,2,3.06e+00,-5.72e-02,1.27e-02,3.26e-04,3.2944724559783936,0.019306977288832496,5,1000,2000
7,2,3.06e+00,-5.84e-02,1.41e-02,3.62e-04,3.2860214710235596,0.019306977288832496,6,1000,2000
7,2,3.03e+00,-5.88e-02,1.48e-02,4.41e-04,3.279866933822632,0.019306977288832496,7,1000,2000
7,2,3.08e+00,-5.90e-02,1.27e-02,3.18e-04,3.2789013385772705,0.019306977288832496,8,1000,2000
7,2,3.02e+00,-6.06e-02,1.39e-02,3.89e-04,3.270514488220215,0.019306977288832496,9,1000,2000
8,2,-1.13e-01,-1.28e+00,2.24e-01,8.67e-02,4.371131896972656,1.0,0,1000,2000
8,2,-1.02e-01,-1.29e+00,2.12e-01,7.30e-02,4.429512023925781,1.0,1,1000,2000
