lympho,6,6.04e+00,-5.83e-03,4.58e-02,6.80e+01,0
lympho,6,6.08e+00,-5.06e-03,4.64e-02,6.80e+01,1
lympho,6,6.08e+00,-5.06e-03,4.59e-02,6.80e+01,2
lympho,6,6.08e+00,-5.06e-03,4.61e-02,6.80e+01,3
lympho,6,6.08e+00,-5.06e-03,4.61e-02,6.80e+01,4
lympho,10,8.95e+00,-3.53e-04,7.97e-02,6.80e+01,0
lympho,10,8.90e+00,-3.81e-04,7.98e-02,6.80e+01,1
lympho,10,8.90e+00,-3.81e-04,7.96e-02,6.80e+01,2
lympho,10,8.90e+00,-3.81e-04,7.96e-02,6.80e+01,3
lympho,10,8.90e+00,-3.81e-04,7.98e-02,6.80e+01,4
lympho,13,1.06e+01,-7.54e-05,1.08e-01,6.80e+01,0
lympho,13,1.06e+01,-8.14e-05,1.08e-01,6.80e+01,1
lympho,13,1.06e+01,-8.14e-05,1.08e-01,6.80e+01,2
lympho,13,1.06e+01,-8.14e-05,1.08e-01,6.80e+01,3
lympho,13,1.06e+01,-8.14e-05,1.08e-01,6.80e+01,4
cardio,7,2.91e+00,-1.54e-01,7.27e+00,8.54e+02,0
cardio,7,2.90e+00,-1.49e-01,7.24e+00,8.54e+02,1
cardio,7,2.90e+00,-1.49e-01,7.24e+00,8.54e+02,2
cardio,7,2.90e+00,-1.49e-01,7.24e+00,8.54e+02,3
cardio,7,2.90e+00,-1.49e-01,7.24e+00,8.54e+02,4
cardio,11,2.99e+00,-2.14e-01,1.26e+01,8.54e+02,0
cardio,11,2.99e+00,-2.15e-01,1.26e+01,8.54e+02,1
cardio,11,2.99e+00,-2.15e-01,1.26e+01,8.54e+02,2
cardio,11,2.99e+00,-2.15e-01,1.26e+01,8.54e+02,3
cardio,11,2.99e+00,-2.15e-01,1.26e+01,8.54e+02,4
cardio,15,2.39e+00,-7.62e-01,1.90e+01,8.54e+02,0
cardio,15,2.36e+00,-7.26e-01,1.90e+01,8.54e+02,1
cardio,15,2.36e+00,-7.26e-01,1.90e+01,8.54e+02,2
cardio,15,2.36e+00,-7.26e-01,1.90e+01,8.54e+02,3
cardio,15,2.36e+00,-7.26e-01,1.90e+01,8.54e+02,4
thyroid,2,-5.50e-01,4.83e+01,3.96e+00,2.00e+00,0
thyroid,2,-6.12e-01,1.54e+01,3.99e+00,2.00e+00,1
thyroid,2,-6.12e-01,1.54e+01,3.97e+00,2.00e+00,2
thyroid,2,-6.12e-01,1.54e+01,3.97e+00,2.00e+00,3
thyroid,2,-6.12e-01,1.54e+01,3.97e+00,2.00e+00,4
thyroid,4,-2.85e+00,9.02e+02,1.13e+01,2.00e+00,0
thyroid,4,-2.78e+00,3.47e+02,1.15e+01,2.00e+00,1
thyroid,4,-2.78e+00,3.47e+02,1.15e+01,2.00e+00,2
thyroid,4,-2.78e+00,3.47e+02,1.15e+01,2.00e+00,3
thyroid,4,-2.78e+00,3.47e+02,1.15e+01,2.00e+00,4
thyroid,5,-4.62e+00,5.86e+01,1.42e+01,2.00e+00,0
thyroid,5,-4.77e+00,-1.71e+03,1.43e+01,2.00e+00,1
thyroid,5,-4.77e+00,-1.71e+03,1.44e+01,2.00e+00,2
thyroid,5,-4.77e+00,-1.71e+03,1.43e+01,2.00e+00,3
thyroid,5,-4.77e+00,-1.71e+03,1.43e+01,2.00e+00,4
vowels,4,-2.40e+00,6.31e+05,1.68e+00,1.00e+00,0
vowels,4,-2.41e+00,3.64e+04,1.67e+00,1.00e+00,1
vowels,4,-2.41e+00,3.64e+04,1.67e+00,1.00e+00,2
vowels,4,-2.41e+00,3.64e+04,1.67e+00,1.00e+00,3
vowels,4,-2.41e+00,3.64e+04,1.67e+00,1.00e+00,4
vowels,6,2.25e+00,-2.29e-01,3.72e+00,6.79e+02,0
vowels,6,2.26e+00,-2.29e-01,3.74e+00,6.79e+02,1
vowels,6,2.26e+00,-2.29e-01,3.72e+00,6.79e+02,2
vowels,6,2.26e+00,-2.29e-01,3.73e+00,6.79e+02,3
vowels,6,2.26e+00,-2.29e-01,3.73e+00,6.79e+02,4
vowels,9,2.24e+00,-2.89e-01,5.89e+00,6.79e+02,0
vowels,9,2.20e+00,-3.03e-01,5.92e+00,6.79e+02,1
vowels,9,2.20e+00,-3.03e-01,5.93e+00,6.79e+02,2
vowels,9,2.20e+00,-3.03e-01,5.91e+00,6.79e+02,3
vowels,9,2.20e+00,-3.03e-01,5.91e+00,6.79e+02,4
glass,3,5.57e-01,-1.22e+00,4.49e-02,9.90e+01,0
glass,3,5.80e-01,-1.10e+00,4.50e-02,9.90e+01,1
glass,3,5.80e-01,-1.10e+00,4.51e-02,9.90e+01,2
glass,3,5.80e-01,-1.10e+00,4.50e-02,9.90e+01,3
glass,3,5.80e-01,-1.10e+00,4.49e-02,9.90e+01,4
glass,5,6.07e-01,-1.59e+00,7.21e-02,9.90e+01,0
glass,5,5.71e-01,-1.70e+00,7.14e-02,9.90e+01,1
glass,5,5.71e-01,-1.70e+00,7.16e-02,9.90e+01,2
glass,5,5.71e-01,-1.70e+00,7.16e-02,9.90e+01,3
glass,5,5.71e-01,-1.70e+00,7.17e-02,9.90e+01,4
glass,7,1.04e-01,-4.39e+00,1.01e-01,9.90e+01,0
glass,7,1.28e-02,-5.31e+00,1.02e-01,9.90e+01,1
glass,7,1.28e-02,-5.31e+00,1.02e-01,9.90e+01,2
glass,7,1.28e-02,-5.31e+00,1.02e-01,9.90e+01,3
glass,7,1.28e-02,-5.31e+00,1.01e-01,9.90e+01,4
musk,50,5.46e+01,-2.65e-22,2.64e+02,1.43e+03,0
musk,50,5.46e+01,-2.11e-22,2.63e+02,1.43e+03,1
musk,50,5.46e+01,-2.11e-22,2.65e+02,1.43e+03,2
musk,50,5.46e+01,-2.11e-22,2.62e+02,1.43e+03,3
musk,50,5.46e+01,-2.11e-22,2.64e+02,1.43e+03,4
musk,84,7.16e+01,-1.83e-27,6.65e+02,1.43e+03,0
musk,84,7.16e+01,-1.33e-27,6.69e+02,1.43e+03,1
musk,84,7.16e+01,-1.33e-27,6.64e+02,1.43e+03,2
musk,84,7.16e+01,-1.33e-27,6.70e+02,1.43e+03,3
