abalone,1,6.87e+01,-2.97e-03,6.55e+00,1.95e+03,0
abalone,1,6.86e+01,-3.16e-03,6.64e+00,1.95e+03,1
abalone,1,6.86e+01,-3.16e-03,6.96e+00,1.95e+03,2
abalone,1,6.86e+01,-3.16e-03,7.18e+00,1.95e+03,3
abalone,1,6.86e+01,-3.16e-03,6.98e+00,1.95e+03,4
abalone,3,1.59e+01,-8.56e-01,1.94e+01,9.00e+00,0
abalone,3,1.41e+01,-3.88e+00,1.87e+01,3.50e+01,1
abalone,3,1.41e+01,-3.88e+00,1.79e+01,3.50e+01,2
abalone,3,1.41e+01,-3.88e+00,1.75e+01,3.50e+01,3
abalone,3,1.41e+01,-3.88e+00,1.68e+01,3.50e+01,4
abalone,4,-2.10e+00,-5.65e+02,2.38e+01,9.00e+00,0
abalone,4,-2.01e+00,-4.35e+02,2.47e+01,9.00e+00,1
abalone,4,-2.01e+00,-4.35e+02,2.48e+01,9.00e+00,2
abalone,4,-2.01e+00,-4.35e+02,2.31e+01,9.00e+00,3
abalone,4,-2.01e+00,-4.35e+02,2.32e+01,9.00e+00,4
abalone,6,-8.59e+00,-6.74e+05,3.70e+01,9.00e+00,0
abalone,6,-8.42e+00,-5.68e+05,3.53e+01,9.00e+00,1
abalone,6,-8.42e+00,-5.68e+05,3.63e+01,9.00e+00,2
abalone,6,-8.42e+00,-5.68e+05,3.64e+01,9.00e+00,3
abalone,6,-8.42e+00,-5.68e+05,3.72e+01,9.00e+00,4
australian,2,1.32e+01,-4.42e+00,6.55e-01,5.00e+00,0
australian,2,9.89e+00,-4.45e+00,7.50e-01,5.00e+00,1
australian,2,9.89e+00,-4.45e+00,6.55e-01,5.00e+00,2
australian,2,9.89e+00,-4.45e+00,6.45e-01,5.00e+00,3
australian,2,9.89e+00,-4.45e+00,6.37e-01,5.00e+00,4
australian,4,-5.06e+00,-2.91e+06,1.15e+00,1.00e+00,0
australian,4,-4.72e+00,-2.02e+06,1.17e+00,1.00e+00,1
australian,4,-4.72e+00,-2.02e+06,1.18e+00,1.00e+00,2
australian,4,-4.72e+00,-2.02e+06,1.01e+00,1.00e+00,3
australian,4,-4.72e+00,-2.02e+06,1.01e+00,1.00e+00,4
australian,8,-1.14e+01,-9.85e+13,2.45e+00,1.00e+00,0
australian,8,-1.20e+01,-9.84e+13,2.35e+00,1.00e+00,1
australian,8,-1.20e+01,-9.84e+13,2.16e+00,1.00e+00,2
